"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"229"	"Bias"	47	18	"Positive"	"infection_patient-kleborate_lr"	"10"	0.618421052631579	0.236842105263158
"230"	"anti_pseudo30yes"	35	7	"Negative"	"infection_patient-kleborate_lr"	"11"	0.460526315789474	0.0921052631578947
"231"	"AGly.AadA1.pm"	32	14	"Negative"	"infection_patient-kleborate_lr"	"11"	0.421052631578947	0.184210526315789
"232"	"linezolid30yes"	58	40	"Positive"	"infection_patient-kleborate_lr"	"11"	0.763157894736842	0.526315789473684
"233"	"lung_dzyes"	12	51	"Negative"	"infection_patient-kleborate_lr"	"11"	0.157894736842105	0.671052631578947
"234"	"pseudoPCN30yes"	19	37	"Negative"	"infection_patient-kleborate_lr"	"11"	0.25	0.486842105263158
"235"	"Flq.GyrA.87N"	42	9	"Positive"	"infection_patient-kleborate_lr"	"11"	0.552631578947368	0.118421052631579
"236"	"gastroyes"	67	60	"Positive"	"infection_patient-kleborate_lr"	"11"	0.881578947368421	0.789473684210526
"237"	"Phe.CatA1"	5	64	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0657894736842105	0.842105263157895
"238"	"FQ30yes"	17	42	"Negative"	"infection_patient-kleborate_lr"	"11"	0.223684210526316	0.552631578947368
"239"	"resistance_score"	41	5	"Positive"	"infection_patient-kleborate_lr"	"11"	0.539473684210526	0.0657894736842105
"240"	"Colibactinclb.3"	62	50	"Positive"	"infection_patient-kleborate_lr"	"11"	0.815789473684211	0.657894736842105
"241"	"Bla_broad_inhR.TEM.54"	38	3	"Negative"	"infection_patient-kleborate_lr"	"11"	0.5	0.0394736842105263
"242"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	75	74	"Positive"	"infection_patient-kleborate_lr"	"11"	0.986842105263158	0.973684210526316
"243"	"AG30yes"	68	62	"Positive"	"infection_patient-kleborate_lr"	"11"	0.894736842105263	0.815789473684211
"244"	"num_resistance_classes"	21	35	"Negative"	"infection_patient-kleborate_lr"	"11"	0.276315789473684	0.460526315789474
"245"	"wziwzi29"	44	11	"Positive"	"infection_patient-kleborate_lr"	"11"	0.578947368421053	0.144736842105263
"246"	"TetTetA"	16	43	"Negative"	"infection_patient-kleborate_lr"	"11"	0.210526315789474	0.565789473684211
"247"	"foleyyes"	61	49	"Positive"	"infection_patient-kleborate_lr"	"11"	0.802631578947368	0.644736842105263
"248"	"wziwzi154"	36	6	"Negative"	"infection_patient-kleborate_lr"	"11"	0.473684210526316	0.0789473684210526
"249"	"sexmale"	30	21	"Negative"	"infection_patient-kleborate_lr"	"11"	0.394736842105263	0.276315789473684
"250"	"Tmt.DfrA14"	49	18	"Positive"	"infection_patient-kleborate_lr"	"11"	0.644736842105263	0.236842105263158
"251"	"Yersiniabactin._ICEKp10"	66	56	"Positive"	"infection_patient-kleborate_lr"	"11"	0.868421052631579	0.736842105263158
"252"	"decubyes"	70	66	"Positive"	"infection_patient-kleborate_lr"	"11"	0.921052631578947	0.868421052631579
"253"	"Tmt.DfrA17"	24.5	30.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.322368421052632	0.401315789473684
"254"	"zosyn30yes"	40	1	"Negative"	"infection_patient-kleborate_lr"	"11"	0.526315789473684	0.0131578947368421
"255"	"Sul.SulII"	11	53	"Negative"	"infection_patient-kleborate_lr"	"11"	0.144736842105263	0.697368421052632
"256"	"Bla_broadSHV.11"	3	70	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0394736842105263	0.921052631578947
"257"	"malignancyyes"	7	61	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0921052631578947	0.802631578947368
"258"	"Bla_CarbKPC.2"	51	22	"Positive"	"infection_patient-kleborate_lr"	"11"	0.671052631578947	0.289473684210526
"259"	"meropenem30yes"	56	38	"Positive"	"infection_patient-kleborate_lr"	"11"	0.736842105263158	0.5
"260"	"brain_injuryyes"	55	34	"Positive"	"infection_patient-kleborate_lr"	"11"	0.723684210526316	0.447368421052632
"261"	"AGly.StrB"	9.5	57.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.125	0.756578947368421
"262"	"AKIyes"	76	75	"Positive"	"infection_patient-kleborate_lr"	"11"	1	0.986842105263158
"263"	"MLS.MphA"	27	27	"Negative"	"infection_patient-kleborate_lr"	"11"	0.355263157894737	0.355263157894737
"264"	"CHFyes"	54	28	"Positive"	"infection_patient-kleborate_lr"	"11"	0.710526315789474	0.368421052631579
"265"	"resp_failureyes"	29	23	"Negative"	"infection_patient-kleborate_lr"	"11"	0.381578947368421	0.302631578947368
"266"	"Bla_CarbKPC.3"	4	67	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0526315789473684	0.881578947368421
"267"	"num_resistance_genes"	13	48	"Negative"	"infection_patient-kleborate_lr"	"11"	0.171052631578947	0.631578947368421
"268"	"VDRFyes"	73	72	"Positive"	"infection_patient-kleborate_lr"	"11"	0.960526315789474	0.947368421052632
"269"	"trachyes"	1	76	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0131578947368421	1
"270"	"tobra30yes"	45	12	"Positive"	"infection_patient-kleborate_lr"	"11"	0.592105263157895	0.157894736842105
"271"	"AGly.Aac3.Iva"	22.5	32.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.296052631578947	0.427631578947368
"272"	"cefepime30yes"	14	47	"Negative"	"infection_patient-kleborate_lr"	"11"	0.184210526315789	0.618421052631579
"273"	"vanco30yes"	59	44	"Positive"	"infection_patient-kleborate_lr"	"11"	0.776315789473684	0.578947368421053
"274"	"tigecycline30yes"	72	69	"Positive"	"infection_patient-kleborate_lr"	"11"	0.947368421052632	0.907894736842105
"275"	"Bla.OXA.9"	34	8	"Negative"	"infection_patient-kleborate_lr"	"11"	0.447368421052632	0.105263157894737
"276"	"Bla.SHV.187"	52	24	"Positive"	"infection_patient-kleborate_lr"	"11"	0.684210526315789	0.315789473684211
"277"	"colistin30yes"	47	16	"Positive"	"infection_patient-kleborate_lr"	"11"	0.618421052631579	0.210526315789474
"278"	"AGly.Aph4.Ia"	22.5	32.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.296052631578947	0.427631578947368
"279"	"underweightyes"	39	2	"Negative"	"infection_patient-kleborate_lr"	"11"	0.513157894736842	0.0263157894736842
"280"	"Yersiniabactin.ybt_0"	63	52	"Positive"	"infection_patient-kleborate_lr"	"11"	0.828947368421053	0.684210526315789
"281"	"virulence_score"	50	20	"Positive"	"infection_patient-kleborate_lr"	"11"	0.657894736842105	0.263157894736842
"282"	"LOSbeforeCx"	60	45	"Positive"	"infection_patient-kleborate_lr"	"11"	0.789473684210526	0.592105263157895
"283"	"poly_colistin30yes"	69	65	"Positive"	"infection_patient-kleborate_lr"	"11"	0.907894736842105	0.855263157894737
"284"	"ColMgrB.trunc"	37	4	"Negative"	"infection_patient-kleborate_lr"	"11"	0.486842105263158	0.0526315789473684
"285"	"AGly.StrA"	9.5	57.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.125	0.756578947368421
"286"	"ctx30yes"	74	73	"Positive"	"infection_patient-kleborate_lr"	"11"	0.973684210526316	0.960526315789474
"287"	"amikacin30yes"	57	39	"Positive"	"infection_patient-kleborate_lr"	"11"	0.75	0.513157894736842
"288"	"AGly.AadA5"	24.5	30.5	"Negative"	"infection_patient-kleborate_lr"	"11"	0.322368421052632	0.401315789473684
"289"	"carbapenem30yes"	53	26	"Positive"	"infection_patient-kleborate_lr"	"11"	0.697368421052632	0.342105263157895
"290"	"Flq.GyrA.87Y"	26	29	"Negative"	"infection_patient-kleborate_lr"	"11"	0.342105263157895	0.381578947368421
"291"	"flagyl30yes"	6	63	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0789473684210526	0.828947368421053
"292"	"Sul.SulIII"	8	59	"Negative"	"infection_patient-kleborate_lr"	"11"	0.105263157894737	0.776315789473684
"293"	"central_lineyes"	71	68	"Positive"	"infection_patient-kleborate_lr"	"11"	0.934210526315789	0.894736842105263
"294"	"obeseyes"	2	71	"Negative"	"infection_patient-kleborate_lr"	"11"	0.0263157894736842	0.934210526315789
"295"	"Sul.SulI"	48	17	"Positive"	"infection_patient-kleborate_lr"	"11"	0.631578947368421	0.223684210526316
"296"	"K_locusKL107"	46	15	"Positive"	"infection_patient-kleborate_lr"	"11"	0.605263157894737	0.197368421052632
"297"	"Tmt.DfrA12"	18	41	"Negative"	"infection_patient-kleborate_lr"	"11"	0.236842105263158	0.539473684210526
"298"	"AGly.AadA2"	20	36	"Negative"	"infection_patient-kleborate_lr"	"11"	0.263157894736842	0.473684210526316
"299"	"levo30yes"	28	25	"Negative"	"infection_patient-kleborate_lr"	"11"	0.368421052631579	0.328947368421053
"300"	"Yersiniabactin.ybt_17"	43	10	"Positive"	"infection_patient-kleborate_lr"	"11"	0.565789473684211	0.131578947368421
"301"	"CKDyes"	64	54	"Positive"	"infection_patient-kleborate_lr"	"11"	0.842105263157895	0.710526315789474
"302"	"third_gen_ceph30yes"	65	55	"Positive"	"infection_patient-kleborate_lr"	"11"	0.855263157894737	0.723684210526316
"303"	"age"	15	46	"Negative"	"infection_patient-kleborate_lr"	"11"	0.197368421052632	0.605263157894737
"304"	"AGly.Aph3.Ia"	33	13	"Negative"	"infection_patient-kleborate_lr"	"11"	0.434210526315789	0.171052631578947
"305"	"Bias"	31	19	"Negative"	"infection_patient-kleborate_lr"	"11"	0.407894736842105	0.25
"306"	"TetTetA"	11	54	"Negative"	"infection_patient-kleborate_lr"	"12"	0.144736842105263	0.710526315789474
"307"	"wziwzi154"	52	20	"Positive"	"infection_patient-kleborate_lr"	"12"	0.684210526315789	0.263157894736842
"308"	"Tmt.DfrA17"	21.5	36.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.282894736842105	0.480263157894737
"309"	"Bla_CarbKPC.3"	4	70	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0526315789473684	0.921052631578947
"310"	"anti_pseudo30yes"	19	39	"Negative"	"infection_patient-kleborate_lr"	"12"	0.25	0.513157894736842
"311"	"resp_failureyes"	62	48	"Positive"	"infection_patient-kleborate_lr"	"12"	0.815789473684211	0.631578947368421
"312"	"virulence_score"	49	16	"Positive"	"infection_patient-kleborate_lr"	"12"	0.644736842105263	0.210526315789474
"313"	"K_locusKL107"	47	14	"Positive"	"infection_patient-kleborate_lr"	"12"	0.618421052631579	0.184210526315789
"314"	"obeseyes"	2	72	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0263157894736842	0.947368421052632
"315"	"AGly.AadA1.pm"	31	23	"Negative"	"infection_patient-kleborate_lr"	"12"	0.407894736842105	0.302631578947368
"316"	"levo30yes"	36	8	"Negative"	"infection_patient-kleborate_lr"	"12"	0.473684210526316	0.105263157894737
"317"	"AGly.AadA5"	21.5	36.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.282894736842105	0.480263157894737
"318"	"Bla.SHV.187"	57	33	"Positive"	"infection_patient-kleborate_lr"	"12"	0.75	0.434210526315789
"319"	"ColMgrB.trunc"	44	10	"Positive"	"infection_patient-kleborate_lr"	"12"	0.578947368421053	0.131578947368421
"320"	"Yersiniabactin._ICEKp10"	71	66	"Positive"	"infection_patient-kleborate_lr"	"12"	0.934210526315789	0.868421052631579
"321"	"Bla_broadSHV.11"	3	71	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0394736842105263	0.934210526315789
"322"	"resistance_score"	35	9	"Negative"	"infection_patient-kleborate_lr"	"12"	0.460526315789474	0.118421052631579
"323"	"vanco30yes"	61	47	"Positive"	"infection_patient-kleborate_lr"	"12"	0.802631578947368	0.618421052631579
"324"	"Yersiniabactin.ybt_0"	73	68	"Positive"	"infection_patient-kleborate_lr"	"12"	0.960526315789474	0.894736842105263
"325"	"pseudoPCN30yes"	25	31	"Negative"	"infection_patient-kleborate_lr"	"12"	0.328947368421053	0.407894736842105
"326"	"Bla.OXA.9"	48	15	"Positive"	"infection_patient-kleborate_lr"	"12"	0.631578947368421	0.197368421052632
"327"	"Flq.GyrA.87Y"	30	24	"Negative"	"infection_patient-kleborate_lr"	"12"	0.394736842105263	0.315789473684211
"328"	"underweightyes"	37	7	"Negative"	"infection_patient-kleborate_lr"	"12"	0.486842105263158	0.0921052631578947
"329"	"CHFyes"	20	38	"Negative"	"infection_patient-kleborate_lr"	"12"	0.263157894736842	0.5
"330"	"meropenem30yes"	24	34	"Negative"	"infection_patient-kleborate_lr"	"12"	0.315789473684211	0.447368421052632
"331"	"poly_colistin30yes"	66	59	"Positive"	"infection_patient-kleborate_lr"	"12"	0.868421052631579	0.776315789473684
"332"	"cefepime30yes"	27	27	"Negative"	"infection_patient-kleborate_lr"	"12"	0.355263157894737	0.355263157894737
"333"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	76	75	"Positive"	"infection_patient-kleborate_lr"	"12"	1	0.986842105263158
"334"	"amikacin30yes"	72	67	"Positive"	"infection_patient-kleborate_lr"	"12"	0.947368421052632	0.881578947368421
"335"	"Tmt.DfrA12"	51	18	"Positive"	"infection_patient-kleborate_lr"	"12"	0.671052631578947	0.236842105263158
"336"	"central_lineyes"	75	74	"Positive"	"infection_patient-kleborate_lr"	"12"	0.986842105263158	0.973684210526316
"337"	"Tmt.DfrA14"	18	40	"Negative"	"infection_patient-kleborate_lr"	"12"	0.236842105263158	0.526315789473684
"338"	"Sul.SulII"	23	35	"Negative"	"infection_patient-kleborate_lr"	"12"	0.302631578947368	0.460526315789474
"339"	"tigecycline30yes"	74	73	"Positive"	"infection_patient-kleborate_lr"	"12"	0.973684210526316	0.960526315789474
"340"	"Bla_broad_inhR.TEM.54"	64	53	"Positive"	"infection_patient-kleborate_lr"	"12"	0.842105263157895	0.697368421052632
"341"	"flagyl30yes"	34	13	"Negative"	"infection_patient-kleborate_lr"	"12"	0.447368421052632	0.171052631578947
"342"	"AGly.Aph4.Ia"	28.5	25.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.375	0.335526315789474
"343"	"Yersiniabactin.ybt_17"	39	5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.513157894736842	0.0657894736842105
"344"	"MLS.MphA"	45	11	"Positive"	"infection_patient-kleborate_lr"	"12"	0.592105263157895	0.144736842105263
"345"	"Flq.GyrA.87N"	58	41	"Positive"	"infection_patient-kleborate_lr"	"12"	0.763157894736842	0.539473684210526
"346"	"Bla_CarbKPC.2"	60	46	"Positive"	"infection_patient-kleborate_lr"	"12"	0.789473684210526	0.605263157894737
"347"	"trachyes"	1	76	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0131578947368421	1
"348"	"wziwzi29"	43	4	"Positive"	"infection_patient-kleborate_lr"	"12"	0.565789473684211	0.0526315789473684
"349"	"decubyes"	55	30	"Positive"	"infection_patient-kleborate_lr"	"12"	0.723684210526316	0.394736842105263
"350"	"ctx30yes"	46	12	"Positive"	"infection_patient-kleborate_lr"	"12"	0.605263157894737	0.157894736842105
"351"	"tobra30yes"	33	19	"Negative"	"infection_patient-kleborate_lr"	"12"	0.434210526315789	0.25
"352"	"num_resistance_classes"	15	44	"Negative"	"infection_patient-kleborate_lr"	"12"	0.197368421052632	0.578947368421053
"353"	"AGly.StrA"	16.5	42.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.217105263157895	0.559210526315789
"354"	"Sul.SulIII"	9	56	"Negative"	"infection_patient-kleborate_lr"	"12"	0.118421052631579	0.736842105263158
"355"	"num_resistance_genes"	12	52	"Negative"	"infection_patient-kleborate_lr"	"12"	0.157894736842105	0.684210526315789
"356"	"Sul.SulI"	10	55	"Negative"	"infection_patient-kleborate_lr"	"12"	0.131578947368421	0.723684210526316
"357"	"FQ30yes"	14	49	"Negative"	"infection_patient-kleborate_lr"	"12"	0.184210526315789	0.644736842105263
"358"	"AKIyes"	65	58	"Positive"	"infection_patient-kleborate_lr"	"12"	0.855263157894737	0.763157894736842
"359"	"carbapenem30yes"	59	45	"Positive"	"infection_patient-kleborate_lr"	"12"	0.776315789473684	0.592105263157895
"360"	"AG30yes"	69	63	"Positive"	"infection_patient-kleborate_lr"	"12"	0.907894736842105	0.828947368421053
"361"	"AGly.AadA2"	13	50	"Negative"	"infection_patient-kleborate_lr"	"12"	0.171052631578947	0.657894736842105
"362"	"malignancyyes"	6	64	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0789473684210526	0.842105263157895
"363"	"linezolid30yes"	53	21	"Positive"	"infection_patient-kleborate_lr"	"12"	0.697368421052632	0.276315789473684
"364"	"CKDyes"	70	65	"Positive"	"infection_patient-kleborate_lr"	"12"	0.921052631578947	0.855263157894737
"365"	"AGly.StrB"	16.5	42.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.217105263157895	0.559210526315789
"366"	"colistin30yes"	26	28	"Negative"	"infection_patient-kleborate_lr"	"12"	0.342105263157895	0.368421052631579
"367"	"AGly.Aac3.Iva"	28.5	25.5	"Negative"	"infection_patient-kleborate_lr"	"12"	0.375	0.335526315789474
"368"	"third_gen_ceph30yes"	32	22	"Negative"	"infection_patient-kleborate_lr"	"12"	0.421052631578947	0.289473684210526
"369"	"age"	5	69	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0657894736842105	0.907894736842105
"370"	"Phe.CatA1"	7	60	"Negative"	"infection_patient-kleborate_lr"	"12"	0.0921052631578947	0.789473684210526
"371"	"lung_dzyes"	41	2	"Positive"	"infection_patient-kleborate_lr"	"12"	0.539473684210526	0.0263157894736842
"372"	"AGly.Aph3.Ia"	8	57	"Negative"	"infection_patient-kleborate_lr"	"12"	0.105263157894737	0.75
"373"	"brain_injuryyes"	50	17	"Positive"	"infection_patient-kleborate_lr"	"12"	0.657894736842105	0.223684210526316
"374"	"zosyn30yes"	42	3	"Positive"	"infection_patient-kleborate_lr"	"12"	0.552631578947368	0.0394736842105263
"375"	"sexmale"	40	1	"Negative"	"infection_patient-kleborate_lr"	"12"	0.526315789473684	0.0131578947368421
"376"	"foleyyes"	54	29	"Positive"	"infection_patient-kleborate_lr"	"12"	0.710526315789474	0.381578947368421
"377"	"Colibactinclb.3"	67	61	"Positive"	"infection_patient-kleborate_lr"	"12"	0.881578947368421	0.802631578947368
"378"	"gastroyes"	68	62	"Positive"	"infection_patient-kleborate_lr"	"12"	0.894736842105263	0.815789473684211
"379"	"VDRFyes"	56	32	"Positive"	"infection_patient-kleborate_lr"	"12"	0.736842105263158	0.421052631578947
"380"	"LOSbeforeCx"	63	51	"Positive"	"infection_patient-kleborate_lr"	"12"	0.828947368421053	0.671052631578947
"381"	"Bias"	38	6	"Negative"	"infection_patient-kleborate_lr"	"12"	0.5	0.0789473684210526
"382"	"sexmale"	31	22	"Negative"	"infection_patient-kleborate_lr"	"13"	0.407894736842105	0.289473684210526
"383"	"Sul.SulII"	23	36	"Negative"	"infection_patient-kleborate_lr"	"13"	0.302631578947368	0.473684210526316
"384"	"foleyyes"	74	73	"Positive"	"infection_patient-kleborate_lr"	"13"	0.973684210526316	0.960526315789474
"385"	"K_locusKL107"	51	18	"Positive"	"infection_patient-kleborate_lr"	"13"	0.671052631578947	0.236842105263158
"386"	"colistin30yes"	54	25	"Positive"	"infection_patient-kleborate_lr"	"13"	0.710526315789474	0.328947368421053
"387"	"central_lineyes"	61	48	"Positive"	"infection_patient-kleborate_lr"	"13"	0.802631578947368	0.631578947368421
"388"	"Bla_broadSHV.11"	8	59	"Negative"	"infection_patient-kleborate_lr"	"13"	0.105263157894737	0.776315789473684
"389"	"CKDyes"	65	57	"Positive"	"infection_patient-kleborate_lr"	"13"	0.855263157894737	0.75
"390"	"AGly.Aph3.Ia"	29	28	"Negative"	"infection_patient-kleborate_lr"	"13"	0.381578947368421	0.368421052631579
"391"	"flagyl30yes"	19	42	"Negative"	"infection_patient-kleborate_lr"	"13"	0.25	0.552631578947368
"392"	"trachyes"	1	76	"Negative"	"infection_patient-kleborate_lr"	"13"	0.0131578947368421	1
"393"	"gastroyes"	64	56	"Positive"	"infection_patient-kleborate_lr"	"13"	0.842105263157895	0.736842105263158
"394"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	73	72	"Positive"	"infection_patient-kleborate_lr"	"13"	0.960526315789474	0.947368421052632
"395"	"AGly.AadA2"	9	53	"Negative"	"infection_patient-kleborate_lr"	"13"	0.118421052631579	0.697368421052632
"396"	"AGly.AadA1.pm"	21	39	"Negative"	"infection_patient-kleborate_lr"	"13"	0.276315789473684	0.513157894736842
"397"	"poly_colistin30yes"	67	62	"Positive"	"infection_patient-kleborate_lr"	"13"	0.881578947368421	0.815789473684211
"398"	"Flq.GyrA.87N"	53	23	"Positive"	"infection_patient-kleborate_lr"	"13"	0.697368421052632	0.302631578947368
"399"	"wziwzi29"	37	1	"Negative"	"infection_patient-kleborate_lr"	"13"	0.486842105263158	0.0131578947368421
"400"	"VDRFyes"	66	58	"Positive"	"infection_patient-kleborate_lr"	"13"	0.868421052631579	0.763157894736842
"401"	"Sul.SulI"	33	19	"Negative"	"infection_patient-kleborate_lr"	"13"	0.434210526315789	0.25
"402"	"brain_injuryyes"	50	17	"Positive"	"infection_patient-kleborate_lr"	"13"	0.657894736842105	0.223684210526316
"403"	"Bla.SHV.187"	38	4	"Positive"	"infection_patient-kleborate_lr"	"13"	0.5	0.0526315789473684
"404"	"TetTetA"	11	51	"Negative"	"infection_patient-kleborate_lr"	"13"	0.144736842105263	0.671052631578947
"405"	"underweightyes"	57	29	"Positive"	"infection_patient-kleborate_lr"	"13"	0.75	0.381578947368421
"406"	"Bla_broad_inhR.TEM.54"	56	27	"Positive"	"infection_patient-kleborate_lr"	"13"	0.736842105263158	0.355263157894737
"407"	"AG30yes"	72	71	"Positive"	"infection_patient-kleborate_lr"	"13"	0.947368421052632	0.934210526315789
"408"	"AGly.StrA"	15.5	45.5	"Negative"	"infection_patient-kleborate_lr"	"13"	0.203947368421053	0.598684210526316
"409"	"Sul.SulIII"	30	24	"Negative"	"infection_patient-kleborate_lr"	"13"	0.394736842105263	0.315789473684211
"410"	"Phe.CatA1"	4	65	"Negative"	"infection_patient-kleborate_lr"	"13"	0.0526315789473684	0.855263157894737
